record_type,run_id,absolute_path,sha256,row_count,columns,fold_counts,feature_date_min,feature_date_max,target_date_min,target_date_max,unique_dates,duplicate_dates,missing_dates_vs_canonical_h5,event_count_tau15,event_count_tau16,event_count_tau17,model_names,risk_score_definitions,alarm_budget_calculation,dates_filtered_to_shared_model_intersection,rows_removed_missing_predictions,rows_removed_normalization,rows_removed_purge_or_embargo,run_classification,excluded_date,excluded_fold,excluded_y_true,excluded_missing_models,excluded_reason
file_summary,20260219_195429,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260219_195429_H5_hybrid_rank_v2/tables/point_metrics_tnout_H5.csv,2f950e0a8a2a7ccf1fca169926d6a1349c696c5dae4b2f33425769f6687c8b40,16,model;scope;MAE;RMSE;MASE1;MASE7;n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,enet;hgbr;hybrid_point;persistence,NA,NA,NA,0,0,0,guarded-policy;manuscript-final,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/hybrid_rank_v2_H5_preds.csv,db790103e3b68c6b9bac0af49bd72a5c655f54a95202293b4d04e7b1902b27f3,735,date;fold;y_true;y_pred_hybrid_point;y_pred_enet;y_pred_persist;y_pred_hgbr;p_tau15;s_tau15_hybrid;p_tau16;s_tau16_hybrid;p_tau17;s_tau17_hybrid,1:241|2:245|3:249,2021-10-05,2023-10-21,2021-10-10,2023-10-26,735,0,12,133,70,29,hybrid_rank_v2_H5_preds,p_tau15;s_tau15_hybrid;p_tau16;s_tau16_hybrid;p_tau17;s_tau17_hybrid,NA,YES,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/predictions/enet_H5_preds.csv,e90d3c17d101fea84cc345c395de7bb1c8f9e1cf52e3e289a2a717093f035c57,735,date;fold;y_true;y_pred,1:241|2:245|3:249,2021-10-05,2023-10-21,2021-10-10,2023-10-26,735,0,12,133,70,29,enet_H5_preds,y_pred,NA,YES,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/predictions/hgbr_H5_preds.csv,4cd42460638f69933662e5b0fd7805353678634fea518f68afd6528fe31a9f19,735,date;fold;y_true;y_pred,1:241|2:245|3:249,2021-10-05,2023-10-21,2021-10-10,2023-10-26,735,0,12,133,70,29,hgbr_H5_preds,y_pred,NA,YES,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/predictions/hybrid_point_H5_preds.csv,6675f09de57db9b45968d472d84c04f2cdf33d3a76f4b25cfede5d6cbe110426,735,date;fold;y_true;y_pred,1:241|2:245|3:249,2021-10-05,2023-10-21,2021-10-10,2023-10-26,735,0,12,133,70,29,hybrid_point_H5_preds,y_pred,NA,YES,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/predictions/persistence_H5_preds.csv,5ff9ca3cf4b939fa124230278fa6d913ecab24b4f3abefdaeba3d740f43a78d5,735,date;fold;y_true;y_pred,1:241|2:245|3:249,2021-10-05,2023-10-21,2021-10-10,2023-10-26,735,0,12,133,70,29,persistence_H5_preds,y_pred,NA,YES,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/predictions/rank_scores_tauwise_H5.csv,740b83e4061568742d459f7a614f329b531b1271196e29cab46da3d12d6856d4,735,date;fold;y_true;p_tau15;p_tau16;p_tau17;s_tau15_hybrid;s_tau16_hybrid;s_tau17_hybrid,1:241|2:245|3:249,2021-10-05,2023-10-21,2021-10-10,2023-10-26,735,0,12,133,70,29,rank_scores_tauwise_H5,p_tau15;p_tau16;p_tau17;s_tau15_hybrid;s_tau16_hybrid;s_tau17_hybrid,NA,YES,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/tables/alarm_budget_metrics_H5.csv,266ac21f6ba1687b2d744b417152d9509a0cefb08bf76677db344ae213c00b74,144,model;scope;tau;budget_r;n;k;events;TP;precision;recall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,enet;hgbr;hybrid_paper_fixed;hybrid_rank_v2;persistence;tcn,NA,"k=max(1,ceil(r*n))",NA,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/tables/budget_recall_curves_long_H5.csv,d2e0a6e0400cd446fe925a4b0fbd59da01e66676fe3fa1c6388a2346e97081a0,360,model;tau;budget_r;n;k;events;TP;precision;recall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,enet;hgbr;hybrid_paper_fixed;hybrid_rank_v2;persistence;tcn,NA,"k=max(1,ceil(r*n))",NA,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/tables/key_operating_points_compare_H5.csv,3637fa840176b466ddc9ff2eadc533e11df92f5c290f7b911bf8a8275c79d7d6,24,model;scope;tau;budget_r;n;k;events;TP;precision;recall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,enet;hgbr;hybrid_paper_fixed;hybrid_rank_v2;persistence;tcn,NA,"k=max(1,ceil(r*n))",NA,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/tables/learning_curve_point_metrics_H5.csv,097eb2b432f4fac4176abf63f6a799771f1c341360974e6bd6aaabae96179a38,140,n_points;model;MAE;RMSE;MASE1;MASE7;n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,enet;hgbr;hybrid_point;persistence,NA,NA,NA,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
file_summary,20260220_131820_H5_hybrid_rank_v2,/home/alrezshams/acs_tnout_ulsan_revision/results/hybrid_rank_v2_runs/20260220_131820_H5_hybrid_rank_v2/tables/point_metrics_tnout_H5.csv,12743f791d627ae9de29e7149a153bad5a73d5c7269028057a4c71a6bd8329c2,16,model;scope;MAE;RMSE;MASE1;MASE7;n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,enet;hgbr;hybrid_point;persistence,NA,NA,NA,24,0,0,guarded-policy;normalized-comparison;exploratory,,,,,
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,1,2022-06-03,2022-06-03,2022-06-08,2022-06-08,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2022-06-08,1.0,10.9399995803833,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,1,2022-06-04,2022-06-04,2022-06-09,2022-06-09,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2022-06-09,1.0,14.460000038146973,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,1,2022-06-05,2022-06-05,2022-06-10,2022-06-10,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2022-06-10,1.0,10.279999732971191,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,1,2022-06-06,2022-06-06,2022-06-11,2022-06-11,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2022-06-11,1.0,9.3100004196167,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,1,2022-06-07,2022-06-07,2022-06-12,2022-06-12,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2022-06-12,1.0,11.399999618530272,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,1,2022-06-08,2022-06-08,2022-06-13,2022-06-13,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2022-06-13,1.0,10.920000076293944,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,1,2022-06-09,2022-06-09,2022-06-14,2022-06-14,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2022-06-14,1.0,10.960000038146973,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,1,2022-06-10,2022-06-10,2022-06-15,2022-06-15,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2022-06-15,1.0,10.970000267028809,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,2,2023-02-11,2023-02-11,2023-02-16,2023-02-16,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2023-02-16,2.0,10.579999923706056,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,2,2023-02-12,2023-02-12,2023-02-17,2023-02-17,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2023-02-17,2.0,13.9399995803833,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,2,2023-02-13,2023-02-13,2023-02-18,2023-02-18,1,0,0,0,0,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2023-02-18,2.0,13.760000228881836,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
excluded_date,20260219_minus_20260220,NA,NA,NA,NA,2,2023-02-14,2023-02-14,2023-02-19,2023-02-19,1,0,0,1,1,0,enet;persistence;hgbr,NA,NA,YES,1,0,0,normalized-comparison exclusion detail,2023-02-19,2.0,16.56999969482422,enet;persistence;hgbr,"inner-join exclusion due missing base-model prediction rows: enet,persistence,hgbr"
